timestamp[s];distance[m];altitude[m];speed[m/s];power[watts];heart_rate[bpm];temperature[C];left_right_balance;accumulated_power[watts];cadence[rpm];left_pco[mm];right_pco[mm];left_power_phase[degrees];left_power_phase_peak[degrees];right_power_phase[degrees];right_power_phase_peak[degrees]
962867651;44914.29;139.40;8.08;140;143;24;175;856689;92;-9;-1;2.812500043945313E-7|2.0531250320800787E-5;7.171875112060549E-6|1.2234375191162112E-5;3.557812555590821E-5|1.9968750312011722E-5;6.609375103271486E-6|1.1812500184570315E-5
962867652;44922.4;139.40;8.02;154;142;24;174;856843;91;-9;0;3.557812555590821E-5|1.982812530981446E-5;6.46875010107422E-6|1.2093750188964847E-5;0.0|1.982812530981446E-5;6.750000105468752E-6|1.2093750188964847E-5
962867653;44930.46;139.40;7.94;166;142;24;175;856843;91;-9;0;3.571875055810548E-5|2.0812500325195316E-5;7.171875112060549E-6|1.2234375191162112E-5;0.0|1.9968750312011722E-5;6.328125098876955E-6|1.2234375191162112E-5
962867654;44938.53;139.60;8.03;166;142;24;175;857175;92;-9;0;3.543750055371095E-5|2.0671875322998053E-5;6.890625107666017E-6|1.2375000193359378E-5;0.0|1.9968750312011722E-5;6.328125098876955E-6|1.2234375191162112E-5
962867655;44946.7;139.80;8.07;160;142;24;176;857335;91;-8;0;3.543750055371095E-5|2.0671875322998053E-5;6.890625107666017E-6|1.2375000193359378E-5;0.0|1.9968750312011722E-5;6.328125098876955E-6|1.2234375191162112E-5
962867656;44954.82;139.80;8.07;151;142;24;176;857486;92;-8;0;3.557812555590821E-5|2.0531250320800787E-5;7.031250109863283E-6|1.2234375191162112E-5;0.0|1.9968750312011722E-5;6.328125098876955E-6|1.2234375191162112E-5
962867657;44962.98;140.00;8.10;153;142;24;176;857639;90;-7;1;3.487500054492188E-5|2.0531250320800787E-5;7.5937501186523455E-6|1.3218750206542971E-5;3.501562554711915E-5|2.0250000316406255E-5;6.46875010107422E-6|1.1953125186767581E-5
962867658;44971.05;140.00;7.90;182;142;24;173;857821;90;-7;2;3.487500054492188E-5|2.0531250320800787E-5;7.5937501186523455E-6|1.3218750206542971E-5;3.501562554711915E-5|2.0250000316406255E-5;6.46875010107422E-6|1.1953125186767581E-5
962867659;44979.13;140.20;7.92;208;143;24;175;858029;90;-4;0;3.487500054492188E-5|2.235937534936524E-5;7.031250109863283E-6|1.2234375191162112E-5;3.557812555590821E-5|1.8984375296630863E-5;6.187500096679689E-6|1.1812500184570315E-5
962867660;44987.05;140.40;7.70;210;143;24;176;858239;87;-4;0;3.501562554711915E-5|2.137500033398438E-5;7.312500114257814E-6|1.2093750188964847E-5;3.459375054052735E-5|2.039062531860352E-5;6.750000105468752E-6|1.2093750188964847E-5
962867661;44994.77;140.60;7.50;220;143;24;177;858459;83;-5;0;3.501562554711915E-5|2.137500033398438E-5;7.312500114257814E-6|1.2093750188964847E-5;3.459375054052735E-5|2.039062531860352E-5;6.750000105468752E-6|1.2093750188964847E-5
962867662;45002.24;140.60;7.32;193;143;24;181;858652;87;-5;0;3.487500054492188E-5|2.1656250338378913E-5;7.171875112060549E-6|1.1812500184570315E-5;3.473437554272462E-5|2.010937531420899E-5;5.765625090087892E-6|1.1812500184570315E-5
962867663;45009.59;140.60;7.10;240;144;24;175;858892;89;-2;2;3.487500054492188E-5|2.1656250338378913E-5;7.171875112060549E-6|1.1812500184570315E-5;3.431250053613282E-5|2.0531250320800787E-5;6.46875010107422E-6|1.167187518237305E-5
962867664;45016.74;140.80;6.92;258;144;24;180;859150;92;-5;1;3.473437554272462E-5|2.235937534936524E-5;7.031250109863283E-6|1.1812500184570315E-5;3.431250053613282E-5|2.0531250320800787E-5;6.46875010107422E-6|1.167187518237305E-5
962867665;45023.68;140.80;6.77;283;144;24;176;859433;92;-3;0;3.4171875533935555E-5|2.3062500360351568E-5;7.734375120849611E-6|1.2234375191162112E-5;3.375000052734376E-5|2.0671875322998053E-5;6.46875010107422E-6|1.167187518237305E-5
962867666;45030.5;140.80;6.68;288;145;24;177;859721;91;-1;0;3.4171875533935555E-5|2.3062500360351568E-5;7.734375120849611E-6|1.2234375191162112E-5;3.375000052734376E-5|2.0671875322998053E-5;6.46875010107422E-6|1.167187518237305E-5
962867667;45037.23;141.00;6.66;314;146;24;176;860035;91;-1;0;3.403125053173829E-5|2.3765625371337896E-5;7.875000123046877E-6|1.1953125186767581E-5;3.4171875533935555E-5|2.0531250320800787E-5;7.031250109863283E-6|1.1531250180175784E-5
962867668;45043.96;141.20;6.71;327;146;24;177;860362;93;-1;-2;3.459375054052735E-5|2.1937500342773442E-5;8.015625125244143E-6|1.1812500184570315E-5;3.4171875533935555E-5|2.0531250320800787E-5;7.031250109863283E-6|1.1531250180175784E-5
962867669;45050.73;141.40;6.77;333;147;24;179;860695;93;-2;2;3.459375054052735E-5|2.1937500342773442E-5;8.015625125244143E-6|1.1812500184570315E-5;3.403125053173829E-5|2.0671875322998053E-5;6.46875010107422E-6|1.1109375173583987E-5
962867670;45057.46;141.60;6.72;277;148;24;179;860972;89;-2;2;3.459375054052735E-5|2.109375032958985E-5;8.156250127441408E-6|1.1953125186767581E-5;3.332812552075196E-5|2.0250000316406255E-5;7.031250109863283E-6|1.1390625177978518E-5
962867671;45064.09;142.00;6.47;306;149;24;178;861278;91;-1;1;3.5156250549316415E-5|2.1515625336181647E-5;8.296875129638674E-6|1.1812500184570315E-5;3.403125053173829E-5|2.0531250320800787E-5;7.312500114257814E-6|1.1250000175781253E-5
962867672;45070.69;142.20;6.58;296;150;24;178;861574;89;-2;0;3.5156250549316415E-5|2.1515625336181647E-5;8.296875129638674E-6|1.1812500184570315E-5;3.403125053173829E-5|2.0531250320800787E-5;7.312500114257814E-6|1.1250000175781253E-5
962867673;45077.26;142.60;6.52;315;151;24;176;861889;90;-2;0;3.5156250549316415E-5|2.1234375331787115E-5;7.312500114257814E-6|1.1531250180175784E-5;3.431250053613282E-5|1.9687500307617193E-5;7.5937501186523455E-6|1.167187518237305E-5
962867674;45083.71;143.00;6.53;304;152;24;177;862193;89;-2;0;3.473437554272462E-5|2.2218750347167974E-5;8.156250127441408E-6|1.1812500184570315E-5;3.431250053613282E-5|2.0531250320800787E-5;7.171875112060549E-6|1.167187518237305E-5
962867675;45090.22;143.20;6.56;262;152;24;182;862455;90;0;1;3.473437554272462E-5|2.2218750347167974E-5;8.156250127441408E-6|1.1812500184570315E-5;3.431250053613282E-5|2.0531250320800787E-5;7.171875112060549E-6|1.167187518237305E-5
962867676;45096.93;143.60;6.81;205;153;24;182;862660;93;-1;2;3.4171875533935555E-5|1.982812530981446E-5;8.296875129638674E-6|1.2093750188964847E-5;3.431250053613282E-5|2.0531250320800787E-5;7.171875112060549E-6|1.167187518237305E-5
962867677;45103.9;143.80;7.02;150;154;24;182;862810;99;-1;2;3.431250053613282E-5|1.912500029882813E-5;8.296875129638674E-6|1.167187518237305E-5;3.529687555151368E-5|1.940625030322266E-5;6.609375103271486E-6|1.1531250180175784E-5
962867678;45110.94;144.20;7.10;140;154;24;176;862950;98;-4;3;3.431250053613282E-5|1.912500029882813E-5;8.296875129638674E-6|1.167187518237305E-5;3.529687555151368E-5|1.9546875305419927E-5;7.45312511645508E-6|1.167187518237305E-5
962867679;45118.1;144.60;7.24;161;155;24;177;863111;90;-5;3;2.812500043945313E-7|2.0531250320800787E-5;7.312500114257814E-6|1.1250000175781253E-5;3.529687555151368E-5|1.9546875305419927E-5;7.45312511645508E-6|1.167187518237305E-5
962867680;45125.46;145.00;7.40;139;155;24;177;863250;93;-5;3;2.812500043945313E-7|2.0531250320800787E-5;7.312500114257814E-6|1.1250000175781253E-5;2.812500043945313E-7|1.982812530981446E-5;6.609375103271486E-6|1.1531250180175784E-5
962867681;45132.99;145.40;7.49;128;155;24;176;863378;95;-5;1;4.21875006591797E-7|2.0531250320800787E-5;7.171875112060549E-6|1.2093750188964847E-5;5.625000087890626E-7|1.9687500307617193E-5;7.031250109863283E-6|1.167187518237305E-5
962867682;45140.53;145.60;7.57;122;155;24;176;863500;96;-7;2;4.21875006591797E-7|2.0671875322998053E-5;7.45312511645508E-6|1.265625019775391E-5;8.43750013183594E-7|1.982812530981446E-5;6.609375103271486E-6|1.167187518237305E-5
962867683;45148.16;145.80;7.66;145;154;24;176;863645;97;-7;4;4.21875006591797E-7|2.0671875322998053E-5;7.45312511645508E-6|1.265625019775391E-5;8.43750013183594E-7|1.982812530981446E-5;6.609375103271486E-6|1.167187518237305E-5
962867684;45155.82;146.00;7.70;123;154;24;174;863645;97;-5;0;0.0|2.0250000316406255E-5;7.875000123046877E-6|1.2796875199951175E-5;8.43750013183594E-7|1.982812530981446E-5;6.609375103271486E-6|1.167187518237305E-5
962867685;45163.58;146.20;7.79;123;154;24;178;863891;99;-7;0;1.4062500219726565E-7|2.010937531420899E-5;7.171875112060549E-6|1.1953125186767581E-5;8.43750013183594E-7|1.982812530981446E-5;6.609375103271486E-6|1.167187518237305E-5
962867686;45171.58;146.40;7.96;96;153;24;170;863987;100;-6;1;1.4062500219726565E-7|2.010937531420899E-5;7.171875112060549E-6|1.1953125186767581E-5;0.0|2.0531250320800787E-5;6.750000105468752E-6|1.1390625177978518E-5
962867687;45179.5;146.60;8.01;82;153;24;171;864069;97;-5;4;1.1250000175781252E-6|2.010937531420899E-5;7.734375120849611E-6|1.2234375191162112E-5;0.0|2.0531250320800787E-5;6.750000105468752E-6|1.1390625177978518E-5
962867688;45187.69;146.60;8.40;103;152;24;171;864172;96;-5;4;2.812500043945313E-7|2.0671875322998053E-5;7.312500114257814E-6|1.2375000193359378E-5;0.0|2.0531250320800787E-5;6.750000105468752E-6|1.1390625177978518E-5
962867689;45196.34;146.60;8.71;108;152;24;171;864280;96;-10;-2;2.812500043945313E-7|2.0671875322998053E-5;7.312500114257814E-6|1.2375000193359378E-5;0.0|2.0531250320800787E-5;6.750000105468752E-6|1.1390625177978518E-5
962867690;45204.98;146.60;8.57;114;151;24;176;864394;99;-10;-2;2.812500043945313E-7|2.0671875322998053E-5;7.312500114257814E-6|1.2375000193359378E-5;0.0|2.0531250320800787E-5;6.750000105468752E-6|1.1390625177978518E-5
962867691;45213.71;146.60;8.76;83;151;24;172;864477;99;-9;1;7.031250109863283E-7|2.0250000316406255E-5;7.5937501186523455E-6|1.2375000193359378E-5;1.4062500219726567E-6|1.9687500307617193E-5;6.328125098876955E-6|1.167187518237305E-5
962867692;45222.22;146.60;8.67;79;151;24;174;864556;98;-10;1;9.843750153808596E-7|2.0250000316406255E-5;8.015625125244143E-6|1.2796875199951175E-5;1.4062500219726567E-6|1.9687500307617193E-5;6.328125098876955E-6|1.167187518237305E-5
962867693;45230.91;146.60;8.68;81;150;24;174;864637;99;-10;2;1.1250000175781252E-6|2.010937531420899E-5;8.015625125244143E-6|1.265625019775391E-5;1.4062500219726567E-6|1.9687500307617193E-5;6.328125098876955E-6|1.167187518237305E-5
962867694;45239.55;146.60;8.57;93;149;24;173;864730;99;-11;0;1.1250000175781252E-6|2.010937531420899E-5;8.015625125244143E-6|1.265625019775391E-5;1.4062500219726567E-6|1.9687500307617193E-5;6.328125098876955E-6|1.167187518237305E-5
962867695;45248.22;146.60;8.65;94;149;24;176;864824;98;-12;0;4.21875006591797E-7|2.0671875322998053E-5;7.734375120849611E-6|1.293750020214844E-5;0.0|1.982812530981446E-5;6.328125098876955E-6|1.1250000175781253E-5
962867696;45256.9;146.60;8.60;84;148;24;174;864908;99;-10;0;4.21875006591797E-7|2.0671875322998053E-5;7.734375120849611E-6|1.293750020214844E-5;0.0|1.982812530981446E-5;6.328125098876955E-6|1.1250000175781253E-5
962867697;45265.55;146.60;8.56;82;148;24;176;864990;98;-9;0;1.1250000175781252E-6|2.039062531860352E-5;7.734375120849611E-6|1.2796875199951175E-5;3.529687555151368E-5|2.0250000316406255E-5;7.031250109863283E-6|1.2093750188964847E-5
962867698;45274.12;146.60;8.44;87;148;24;175;865077;98;-9;0;7.031250109863283E-7|2.039062531860352E-5;8.015625125244143E-6|1.293750020214844E-5;1.265625019775391E-6|2.0812500325195316E-5;8.156250127441408E-6|1.1953125186767581E-5
962867699;45282.69;146.60;8.59;89;148;24;175;865166;97;-10;0;9.843750153808596E-7|2.0531250320800787E-5;8.015625125244143E-6|1.293750020214844E-5;1.265625019775391E-6|2.0812500325195316E-5;8.156250127441408E-6|1.1953125186767581E-5
962867700;45291.28;146.40;8.46;81;148;24;175;865247;98;-10;1;9.843750153808596E-7|2.0531250320800787E-5;8.015625125244143E-6|1.293750020214844E-5;1.265625019775391E-6|2.0812500325195316E-5;8.156250127441408E-6|1.1953125186767581E-5
962867701;45299.83;146.40;8.48;89;147;24;174;865336;97;-9;1;8.43750013183594E-7|2.039062531860352E-5;7.875000123046877E-6|1.2515625195556644E-5;1.4062500219726567E-6|1.9546875305419927E-5;7.734375120849611E-6|1.2515625195556644E-5
962867702;45308.18;146.40;8.22;91;147;24;175;865427;95;-9;1;9.843750153808596E-7|2.0671875322998053E-5;7.734375120849611E-6|1.265625019775391E-5;9.843750153808596E-7|1.9687500307617193E-5;7.45312511645508E-6|1.1953125186767581E-5
962867703;45316.36;146.40;8.09;95;147;24;176;865522;97;-9;1;9.843750153808596E-7|2.0671875322998053E-5;7.734375120849611E-6|1.265625019775391E-5;9.843750153808596E-7|1.9687500307617193E-5;7.45312511645508E-6|1.1953125186767581E-5
962867704;45324.56;146.40;8.28;105;146;24;176;865627;96;-10;0;8.43750013183594E-7|2.0953125327392582E-5;8.015625125244143E-6|1.293750020214844E-5;4.21875006591797E-7|1.982812530981446E-5;7.171875112060549E-6|1.1812500184570315E-5
962867705;45332.82;146.40;8.25;112;146;24;176;865739;96;-10;0;7.031250109863283E-7|2.0953125327392582E-5;7.5937501186523455E-6|1.265625019775391E-5;4.21875006591797E-7|1.982812530981446E-5;7.171875112060549E-6|1.1812500184570315E-5
962867706;45341.28;146.40;8.46;113;146;24;176;865852;96;-10;2;7.031250109863283E-7|2.0953125327392582E-5;7.5937501186523455E-6|1.265625019775391E-5;4.21875006591797E-7|1.982812530981446E-5;7.171875112060549E-6|1.1812500184570315E-5
962867707;45349.76;146.40;8.44;108;145;24;176;865960;97;-10;2;1.4062500219726565E-7|2.039062531860352E-5;7.734375120849611E-6|1.293750020214844E-5;9.843750153808596E-7|2.010937531420899E-5;7.031250109863283E-6|1.1953125186767581E-5
962867708;45358.3;146.40;8.47;128;145;24;172;866088;98;-12;1;1.4062500219726565E-7|2.0671875322998053E-5;7.5937501186523455E-6|1.265625019775391E-5;9.843750153808596E-7|2.010937531420899E-5;7.031250109863283E-6|1.1953125186767581E-5
962867709;45366.9;146.60;8.56;111;144;24;180;866199;97;-8;1;3.571875055810548E-5|2.0671875322998053E-5;7.875000123046877E-6|1.3218750206542971E-5;2.812500043945313E-7|1.9546875305419927E-5;7.875000123046877E-6|1.2234375191162112E-5
962867710;45375.43;146.60;8.54;97;144;24;178;866296;97;-10;2;5.625000087890626E-7|2.0531250320800787E-5;7.312500114257814E-6|1.265625019775391E-5;7.031250109863283E-7|2.0250000316406255E-5;6.890625107666017E-6|1.1812500184570315E-5
962867711;45383.76;146.60;8.19;104;143;24;178;866400;98;-10;2;5.625000087890626E-7|2.0531250320800787E-5;7.312500114257814E-6|1.265625019775391E-5;7.031250109863283E-7|2.0250000316406255E-5;6.890625107666017E-6|1.1812500184570315E-5
962867712;45392.15;146.60;8.42;95;143;24;173;866495;98;-10;2;4.21875006591797E-7|2.039062531860352E-5;7.875000123046877E-6|1.293750020214844E-5;8.43750013183594E-7|1.982812530981446E-5;7.171875112060549E-6|1.1953125186767581E-5
962867713;45400.68;146.80;8.57;90;143;24;172;866585;97;-12;2;1.1250000175781252E-6|2.039062531860352E-5;7.5937501186523455E-6|1.3078125204345707E-5;8.43750013183594E-7|1.982812530981446E-5;7.171875112060549E-6|1.1953125186767581E-5
962867714;45409.31;146.80;8.57;75;143;24;176;866660;98;-9;1;1.1250000175781252E-6|2.039062531860352E-5;7.5937501186523455E-6|1.3078125204345707E-5;2.812500043945313E-7|1.9687500307617193E-5;7.031250109863283E-6|1.1953125186767581E-5
962867715;45417.99;146.80;8.54;58;142;24;170;866718;97;-9;1;1.1250000175781252E-6|2.039062531860352E-5;7.5937501186523455E-6|1.3078125204345707E-5;2.812500043945313E-7|1.9687500307617193E-5;7.031250109863283E-6|1.1953125186767581E-5
962867716;45426.44;146.80;8.23;67;142;24;173;866785;97;-8;3;1.1250000175781252E-6|2.039062531860352E-5;7.5937501186523455E-6|1.3078125204345707E-5;2.812500043945313E-7|1.9687500307617193E-5;7.031250109863283E-6|1.1953125186767581E-5
962867717;45434.9;147.00;8.54;61;141;24;173;866846;97;-9;1;1.1250000175781252E-6|2.039062531860352E-5;7.5937501186523455E-6|1.3078125204345707E-5;2.812500043945313E-7|1.9687500307617193E-5;7.031250109863283E-6|1.1953125186767581E-5
962867718;45443.48;147.00;8.43;47;141;24;172;866893;97;-9;1;1.1250000175781252E-6|2.039062531860352E-5;7.5937501186523455E-6|1.3078125204345707E-5;2.812500043945313E-7|1.9687500307617193E-5;7.031250109863283E-6|1.1953125186767581E-5
962867719;45451.95;147.00;8.44;66;140;24;175;866959;96;-9;3;1.1250000175781252E-6|2.039062531860352E-5;7.5937501186523455E-6|1.3078125204345707E-5;2.812500043945313E-7|1.9687500307617193E-5;7.031250109863283E-6|1.1953125186767581E-5
962867720;45460.57;147.00;8.46;96;141;24;171;867055;96;-11;3;1.1250000175781252E-6|2.039062531860352E-5;7.5937501186523455E-6|1.3078125204345707E-5;8.43750013183594E-7|1.9265625301025395E-5;6.750000105468752E-6|1.1953125186767581E-5
962867721;45469.03;147.00;8.37;116;141;24;175;867171;97;-9;0;1.1250000175781252E-6|2.039062531860352E-5;7.5937501186523455E-6|1.3078125204345707E-5;8.43750013183594E-7|1.9265625301025395E-5;6.750000105468752E-6|1.1953125186767581E-5
962867722;45477.45;147.00;8.38;118;141;24;177;867289;94;-7;-2;9.843750153808596E-7|2.0812500325195316E-5;7.171875112060549E-6|1.265625019775391E-5;3.571875055810548E-5|2.039062531860352E-5;7.45312511645508E-6|1.3078125204345707E-5
962867723;45485.77;147.00;8.15;171;141;24;175;867460;97;-7;2;3.529687555151368E-5|2.039062531860352E-5;7.312500114257814E-6|1.2796875199951175E-5;3.557812555590821E-5|1.940625030322266E-5;6.890625107666017E-6|1.2093750188964847E-5
962867724;45493.88;147.20;8.05;157;141;24;171;867617;93;-8;-1;3.529687555151368E-5|2.039062531860352E-5;7.312500114257814E-6|1.2796875199951175E-5;3.557812555590821E-5|1.940625030322266E-5;6.890625107666017E-6|1.2093750188964847E-5
962867725;45501.92;147.20;7.92;181;140;24;177;867798;92;-7;-1;3.501562554711915E-5|2.109375032958985E-5;7.031250109863283E-6|1.2093750188964847E-5;3.5156250549316415E-5|2.0250000316406255E-5;7.312500114257814E-6|1.2796875199951175E-5
962867726;45509.83;147.20;7.81;152;140;24;182;867950;92;-7;-1;0.0|2.0671875322998053E-5;7.031250109863283E-6|1.2093750188964847E-5;3.557812555590821E-5|2.0250000316406255E-5;6.187500096679689E-6|1.1812500184570315E-5
962867727;45517.63;147.20;7.65;215;140;24;182;868165;96;-5;0;3.5156250549316415E-5|2.1937500342773442E-5;7.171875112060549E-6|1.2375000193359378E-5;3.473437554272462E-5|1.982812530981446E-5;6.187500096679689E-6|1.1531250180175784E-5
962867728;45525.35;147.20;7.54;247;140;24;175;868412;95;-6;-1;3.5156250549316415E-5|2.1937500342773442E-5;7.171875112060549E-6|1.2375000193359378E-5;3.473437554272462E-5|1.982812530981446E-5;6.187500096679689E-6|1.1531250180175784E-5
962867729;45532.69;147.40;7.39;257;140;24;177;868669;94;-7;-1;3.473437554272462E-5|2.1656250338378913E-5;7.171875112060549E-6|1.2234375191162112E-5;3.403125053173829E-5|2.010937531420899E-5;6.0468750944824235E-6|1.1250000175781253E-5
962867730;45539.99;147.40;7.40;219;141;24;178;868888;94;-6;-1;3.487500054492188E-5|1.982812530981446E-5;7.875000123046877E-6|1.1953125186767581E-5;3.403125053173829E-5|1.9546875305419927E-5;5.625000087890627E-6|1.1250000175781253E-5
962867731;45547.55;147.40;7.54;202;141;24;180;869090;95;-5;-1;3.487500054492188E-5|1.982812530981446E-5;7.875000123046877E-6|1.1953125186767581E-5;3.403125053173829E-5|1.9546875305419927E-5;5.625000087890627E-6|1.1250000175781253E-5
962867732;45555.23;147.40;7.71;182;142;24;178;869272;97;-5;-1;3.543750055371095E-5|2.0671875322998053E-5;7.031250109863283E-6|1.1953125186767581E-5;3.4171875533935555E-5|1.9968750312011722E-5;5.906250092285157E-6|1.1250000175781253E-5
962867733;45563.06;147.60;7.74;166;143;24;178;869438;97;-5;-1;3.5156250549316415E-5|2.0671875322998053E-5;7.734375120849611E-6|1.2515625195556644E-5;3.445312553833009E-5|2.010937531420899E-5;5.906250092285157E-6|1.1390625177978518E-5
962867734;45570.9;147.80;7.78;144;143;24;177;869582;99;-8;0;3.5156250549316415E-5|2.0671875322998053E-5;7.734375120849611E-6|1.2515625195556644E-5;3.445312553833009E-5|2.010937531420899E-5;5.906250092285157E-6|1.1390625177978518E-5
962867735;45578.82;148.00;7.96;132;143;24;175;869714;99;-8;0;0.0|2.039062531860352E-5;7.312500114257814E-6|1.2375000193359378E-5;3.5156250549316415E-5|1.9687500307617193E-5;6.328125098876955E-6|1.1531250180175784E-5
962867736;45586.91;148.20;7.91;134;143;24;176;869848;99;-9;0;3.557812555590821E-5|2.039062531860352E-5;6.890625107666017E-6|1.1812500184570315E-5;3.5156250549316415E-5|1.9687500307617193E-5;6.328125098876955E-6|1.1531250180175784E-5
962867737;45594.98;148.60;8.08;144;142;24;175;869992;101;-9;0;3.529687555151368E-5|2.0812500325195316E-5;7.312500114257814E-6|1.265625019775391E-5;0.0|1.982812530981446E-5;6.750000105468752E-6|1.1953125186767581E-5
